id,feature_type,created_at,updated_at,name,description,state_name,releases,parent_id,parent_name,owner_name,tags,start_date,end_date,Realizadores ativos de assinatura,ZhipChat (sample),Effort,Prioritization  score,Melhorar gerenciamento de campanha de Assinaturas priority,Melhorar gerenciamento de campanha de Assinaturas value,Alcançar Product Market Fit em Assinaturas priority,Alcançar Product Market Fit em Assinaturas value,Reduzir Churn de Receita Mensal para < 2% priority,Reduzir Churn de Receita Mensal para < 2% value,Aumentar engajamento e satisfação de realizadores de assinatura priority,Aumentar engajamento e satisfação de realizadores de assinatura value,"Recompensas (apoio, gestão e entrega) priority","Recompensas (apoio, gestão e entrega) value"
983284,feature,2018-05-22 00:16:24 UTC,2019-06-26 07:49:06 UTC,Mostrar a origem da mensagem nas mensagens trocadas entre usuários a partir da plataforma,"",Done,,807813,Comunicar com apoiadores,Thiago Maia,"",,,,,,,,,,,,,,,,
983288,feature,2018-05-22 00:28:01 UTC,2019-06-26 07:59:42 UTC,Inserir imagens nos cards de recompensa na página de projeto,"",Done,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,3,13,1,20,1,40,,,1,20,,
1035519,feature,2018-06-13 06:00:01 UTC,2021-08-05 07:46:18 UTC,Receber boleto de Assinaturas com mais de 4 dias de antecedência,"",Icebox,,808330,Resgatar assinantes perdidos,Thiago Maia,"",,,,,1,40,1,20,,,,,1,40,,
1035523,feature,2018-06-13 06:01:51 UTC,2018-06-13 06:12:49 UTC,Cobrar frete somente na hora do envio das recompensas,"",Icebox,,808178,Receber dinheiro em minha conta bancária,Thiago Maia,"",,,,,13,0,,,,,,,,,,40
1035526,feature,2018-06-13 06:03:03 UTC,2021-08-05 07:44:59 UTC,Auto-save nos formulários de texto longo,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,3,9,1,20,,,,,2,20,,
1035529,feature,2018-06-13 06:05:16 UTC,2019-06-26 07:49:18 UTC,Ter a possibilidade de enviar mensagens coletivas para seguidores no Catarse,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,8,4,,,1,80,,,1,20,,
1035531,feature,2018-06-13 06:08:31 UTC,2021-07-13 01:57:05 UTC,Apoiar projetos com Saldo do Catarse,"",Icebox,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,4,4,,,,,,,,,,
1035534,feature,2018-06-13 06:11:43 UTC,2021-08-05 07:44:59 UTC,Ter uma forma clara de saber quanto ainda vou receber no mês (em campanha de Assinatura),"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,3,9,1,20,,,,,2,60,,
1059253,feature,2018-06-22 05:46:17 UTC,2021-08-05 07:46:29 UTC,Ter mais destaque para as faixas de recompensa na página de projeto para quem ainda não é APOIADOR/ASSINANTE,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,3,0,,,,,,,2,40,,60
1070511,feature,2018-06-26 23:01:58 UTC,2021-08-05 07:46:40 UTC,Ter a possibilidade de fazer uma live streaming para meus assinantes,"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,100,1,,,1,60,,,1,60,,
1070512,feature,2018-06-26 23:02:27 UTC,2021-08-05 07:46:41 UTC,Ter a possibilidade de enviar questionários para meus assinantes,"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,5,0,1,20,1,40,,,1,40,,40
1070522,feature,2018-06-26 23:11:56 UTC,2019-06-26 07:49:18 UTC,Sistema de mensagens internas do Catarse,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,40,1,,,1,80,,,2,60,,
1117964,feature,2018-07-18 03:54:11 UTC,2019-06-28 11:01:45 UTC,Informar ordem dos apoiadores no relatório de apoios,"",Backlog,(Default Release Group) 2020,865701,Acompanhar o andamento da minha campanha,Thiago Maia,"",,,,,3,5,1,20,,,,,2,60,,40
1117965,feature,2018-07-18 03:54:42 UTC,2021-07-13 01:57:05 UTC,Ter parcelamento sem juros no Catarse,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,100,0,,,,,,,,,,100
1117967,feature,2018-07-18 03:57:14 UTC,2019-06-26 07:59:43 UTC,Ter um local de projeto neutro na aba básico,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,1,17,,,,,,,1,20,,
1117968,feature,2018-07-18 03:57:41 UTC,2020-06-25 10:07:32 UTC,Buscar projetos por localização geográfica,"",Done,,808339,Descobrir projetos,Thiago Maia,"",,,,,3,11,,,,,,,1,20,,
1117969,feature,2018-07-18 03:59:40 UTC,2021-08-05 07:46:41 UTC,"Incluir o perfil do realizador no tweet e facebook de compartilhamento, se houver","",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,3,8,,,,,,,1,20,,
1117971,feature,2018-07-18 04:08:30 UTC,2019-06-26 07:49:19 UTC,Poder enviar mensagens em lote para assinantes,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,5,7,,,,,,,2,60,,
1117972,feature,2018-07-18 04:10:27 UTC,2019-06-26 07:49:19 UTC,Botão 'Enviar mensagem' direto no email de histórico da campanha,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,2,10,1,20,,,,,1,40,,
1117976,feature,2018-07-18 04:16:54 UTC,2019-06-26 12:06:49 UTC,Filtrar assinantes por Total apoiado na Base de Assinantes,"",Done,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
1118251,feature,2018-07-18 08:39:34 UTC,2021-07-13 01:57:05 UTC,Informar quantidade de apoios mensais pagos no email de histórico de atividades,"",Done,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
1118254,feature,2018-07-18 08:43:33 UTC,2021-08-05 07:44:59 UTC,Ter a possibilidade de adicionar anotações em assinantes na Base de Assinantes,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,5,6,1,20,,,,,2,60,,60
1118299,feature,2018-07-18 08:45:06 UTC,2021-07-13 01:57:14 UTC,Saber o status da última cobrança de um assinante na Base de Assinante,"",Done,,865710,Ajudar meus assinantes a gerenciar seus apoios,Thiago Maia,"",,,,,,,,,,,,,,,,
1118303,feature,2018-07-18 08:47:27 UTC,2021-08-05 07:44:59 UTC,Tabela de localização geográfica dos Assinantes,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,3,8,1,20,,,,,2,60,,
1220718,feature,2018-08-29 06:34:23 UTC,2021-08-05 07:46:29 UTC,Melhorar a visualização da aba SOBRE em MOBILE,O botão 'SOBRE' em mobile na página de um projeto está muito pequeno e temos recebido reclamações constantes sobre isso. Temos como melhorar isso aqui de um jeito simples.,Current,(Default Release Group) 4T 2019,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,3,8,1,20,,,,,2,60,,
1220721,feature,2018-08-29 06:35:04 UTC,2019-02-14 05:37:59 UTC,Ter mais filtros de busca no Explore,"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,5,11,,,,,,,1,20,,
1220724,feature,2018-08-29 06:36:45 UTC,2019-06-26 07:49:19 UTC,Mensagens de boas vindas para apoiadores Tudo ou Nada e Flex,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,3,,,,,,,,,,,
1220741,feature,2018-08-29 06:43:30 UTC,2021-08-05 07:44:59 UTC,Ter opções de frete no Catarse Assinaturas,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,13,0,1,20,,,,,1,40,,80
1220747,feature,2018-08-29 06:47:25 UTC,2021-08-05 07:44:59 UTC,Ter a possibilidade de editar e deletar recompensas que já tenha assinantes,"",Backlog,(Default Release Group) 2020,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,3,0,1,20,,,,,,,,40
1220748,feature,2018-08-29 06:48:04 UTC,2020-06-25 09:34:17 UTC,Liberar o Facebook pixel para realizadores,"",Done,(Default Release Group) 2020,807812,Gerenciar um projeto,Thiago Maia,"",,,,,3,7,1,20,,,,,2,80,,
1220959,feature,2018-08-29 08:03:01 UTC,2021-08-05 03:47:55 UTC,Incluir um filtro de projetos 'Salvos' no Explore,"",Done,(Default Release Group) 2020,808339,Descobrir projetos,Thiago Maia,"",,,,,2,15,,,,,,,,,,
1230953,feature,2018-09-03 09:51:35 UTC,2021-08-05 07:45:33 UTC,Ter API para autenticar usuários de assinatura no próprio Site,"",Icebox,,8924853,Integrar campanha com outros apps,Thiago Maia,"",,,,,100,,1,60,,,,,1,60,,
1442976,feature,2018-11-13 09:38:49 UTC,2021-07-13 01:57:05 UTC,Ter a opção de definir uma cidade na hora do frete,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,5,0,,,,,,,,,,80
1442997,feature,2018-11-13 09:42:30 UTC,2021-07-13 01:57:05 UTC,Fazer merge de duas contas no Catarse,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,40,,,,,,,,,,,
1443005,feature,2018-11-13 09:43:50 UTC,2021-07-13 01:57:05 UTC,Ter a opção de configurar uma assinatura como anônima pelo perfil de usuário,"",Done,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
1443007,feature,2018-11-13 09:44:23 UTC,2021-07-13 01:57:05 UTC,Seguir uma recompensa para saber se ela voltou a ser disponibilizada,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,5,,,,,,,,1,20,,60
1443009,feature,2018-11-13 09:45:03 UTC,2020-02-19 04:35:44 UTC,Ter a possibilidade de reenviar um questionário,"",Icebox,(Default Release Group) 4T 2019;(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,0,,,,,,,,,2,80
1443012,feature,2018-11-13 09:46:12 UTC,2019-06-26 07:49:19 UTC,Enviar mensagens para apoiadores pelo whatsapp,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,40,,,,,,,,1,40,,
1443023,feature,2018-11-13 09:49:23 UTC,2019-06-28 11:15:22 UTC,Coletar endereço de frete na hora do apoio,"Precisamos perguntar, na hora do apoio, o endereço de frete. Para isso, vamos precisar perguntar, na hora da criação de uma recompensa, se aquela recompensa tem entrega envolvida ou não.

<p></p>

• Alterar texto sobre 'Tipo de endereço' nos relatórios para download

• Questionário tem que olhar o endereço de entrega na hora de auto-preencher o endereço

• Recompensa tem que dizer se tem entrega envolvida ou não?",Backlog,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,,,,,,,,,,2,80
1443064,feature,2018-11-13 09:53:36 UTC,2019-06-26 07:59:43 UTC,Tradução da página de projeto,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,5,,,,,,,,1,40,,
1443067,feature,2018-11-13 09:55:46 UTC,2021-09-21 03:30:42 UTC,Ter a opção de ter um perfil privado no Catarse,"",Current,,807814,Ter um perfil no Catarse,Thiago Maia,"",,,,,8,,,,,,,,,,,
1559135,feature,2018-12-14 00:48:54 UTC,2021-08-05 07:44:59 UTC,Ter relatórios detalhados de abertura e cliques das novidades,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,5,,,,,,,,2,80,,
1559148,feature,2018-12-14 00:51:37 UTC,2021-08-05 07:46:29 UTC,Impedir usuário de ter duas assinaturas no mesmo projeto,"",Backlog,(Default Release Group) 2020,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,5,,,,,,,,2,80,,
1559150,feature,2018-12-14 00:52:17 UTC,2021-08-05 07:37:52 UTC,Integração com Twitch,"",Icebox,,8924853,Integrar campanha com outros apps,Thiago Maia,"",,,,,20,,,,,,,,,,,
1559163,feature,2018-12-14 00:52:59 UTC,2021-07-13 01:57:05 UTC,Cancelar um apoio feito a um projeto pontual enquanto o projeto ainda está no ar,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,3,,,,,,,,,,,
1559165,feature,2018-12-14 00:54:16 UTC,2021-07-13 01:57:05 UTC,Gerar segunda via de apoio direto pelo email,"",Backlog,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,3,,,,,,,,2,60,,
1559166,feature,2018-12-14 00:55:06 UTC,2021-07-13 01:57:05 UTC,Identificar nome da pessoa ao se logar e oferecer para se logar com outra conta,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,5,,,,,,,,,,,
1559167,feature,2018-12-14 00:55:44 UTC,2021-08-05 07:44:59 UTC,Listar assinaturas na Base de Assinantes baseada na data de confirmação do pagamento,"",Backlog,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,2,,,,,,,,1,40,,
1559168,feature,2018-12-14 00:56:44 UTC,2021-08-05 07:44:59 UTC,Ter opções de ordenar assinaturas na base de assinantes por outros critérios,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,5,,,,,,,,2,40,,
1559169,feature,2018-12-14 00:58:46 UTC,2019-06-26 07:53:33 UTC,Melhorar formatação de texto nos emails enviados pela novidades,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,8,,,,,,,,1,40,,
1559235,feature,2018-12-14 02:10:23 UTC,2021-07-13 01:57:05 UTC,Adicionar crédito ao saldo do Catarse,"",Backlog,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,20,,,,,,,,1,20,,
1559236,feature,2018-12-14 02:10:47 UTC,2019-06-26 07:59:43 UTC,Botão de deletar campanha direto pelo Perfil,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,2,,,,,,,,,,,
1559237,feature,2018-12-14 02:10:58 UTC,2019-02-14 05:34:58 UTC,Opt-out de mecanimos sociais (seguir e ser seguido),"",Icebox,,807814,Ter um perfil no Catarse,Thiago Maia,"",,,,,8,,,,,,,,,,,
1559238,feature,2018-12-14 02:11:37 UTC,2021-07-13 01:57:05 UTC,Filtrar projetos apoiados no perfil de usuário,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,2,,,,,,,,,,,
1644927,feature,2019-01-14 09:13:30 UTC,2021-07-13 01:57:05 UTC,Ter um aviso de que apoio é o segundo ao mesmo projeto,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,3,,,,,,,,,,,60
1644931,feature,2019-01-14 09:14:44 UTC,2021-09-21 03:08:23 UTC,Ter sistema de reputação de realizadores (review),"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,40,,,,,,,,,,,
1644936,feature,2019-01-14 09:16:06 UTC,2021-08-05 07:44:59 UTC,Realizador poder pausar uma campanha de assinaturas,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,20,,,,,,,,1,40,,
1644953,feature,2019-01-14 09:17:24 UTC,2021-07-13 01:57:05 UTC,Ter possibilidade de texto alternativo para deficientes visuais,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,8,,,,,,,,,,,
1644973,feature,2019-01-14 09:19:32 UTC,2021-10-18 12:07:05 UTC,Realizador criar landing page para captar emails na pré-campanha,"",Done,,807813,Comunicar com apoiadores,Thiago Maia,"",,,,,20,,,,,,,,1,60,,
1645113,feature,2019-01-14 09:37:30 UTC,2019-08-20 04:11:36 UTC,Poder editar texto de recompensas,"",Done,(Default Release Group) 2T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,2,,,,,,,,,,,60
1655065,feature,2019-01-16 06:35:56 UTC,2021-08-05 07:38:31 UTC,Integração com Zapier,"",Icebox,,8924853,Integrar campanha com outros apps,Thiago Maia,"",,,,,20,,,,,,,,2,100,,
1655067,feature,2019-01-16 06:38:09 UTC,2019-06-28 11:01:46 UTC,Taxa de cliques e lista de pessoas que abriram novidades,"",Backlog,(Default Release Group) 2020,2421471,Novidades (posts),Thiago Maia,"",,,,,5,,,,,,,,2,80,,
1655073,feature,2019-01-16 06:40:47 UTC,2021-08-05 07:44:59 UTC,Poder esconder valor de arrecadação em Assinaturas,"",Backlog,(Default Release Group) 2020,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,3,0,,,,,,,3,100,,
1753912,feature,2019-02-12 04:32:59 UTC,2019-02-14 05:34:20 UTC,Integrar Catarse com ferramentas de ticket como Zendesk,"",Icebox,,865701,Acompanhar o andamento da minha campanha,Thiago Maia,"",,,,,40,,,,,,,,1,40,,
1753914,feature,2019-02-12 04:34:00 UTC,2021-08-05 07:46:29 UTC,Incluir valor mínimo de apoio no botão de apoiar,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,2,,,,,,,,1,20,,
1753929,feature,2019-02-12 04:45:32 UTC,2021-07-13 01:57:14 UTC,Adicionar campos personalizados nos apoiadores que podem ser enviados via novidades,"",Icebox,,865710,Ajudar meus assinantes a gerenciar seus apoios,Thiago Maia,"",,,,,5,,,,,,,,1,40,,
1753930,feature,2019-02-12 04:46:06 UTC,2021-07-13 01:57:05 UTC,Recompensas exclusivas com senha,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,5,,,,,,,,1,40,,60
1753936,feature,2019-02-12 04:51:29 UTC,2020-06-25 09:35:38 UTC,Integrar campanha com Google Analytics,"",Done,(Default Release Group) 2020,865701,Acompanhar o andamento da minha campanha,Thiago Maia,"",,,,,3,,,,,,,,2,80,,
1753937,feature,2019-02-12 04:52:13 UTC,2021-08-05 07:45:15 UTC,Realizar mais de 1 saque por mês em campanhas de Assinaturas,"",Icebox,,8924893,Receber o dinheiro de minha campanha de assinaturas,Thiago Maia,"",,,,,20,,,,,,,,1,60,,
1768446,subfeature,2019-02-14 04:32:16 UTC,2019-06-28 11:13:58 UTC,Deixar claro que a nacionalidade no fluxo de apoios se refere a end. de pagamento,"",Backlog,(Default Release Group) 3T 2019,1443023,Coletar endereço de frete na hora do apoio,Thiago Maia,"",,,,,2,,,,,,,,,,,
1768468,feature,2019-02-14 05:24:40 UTC,2021-07-13 01:57:05 UTC,Lojinha do Catarse,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,100,0,,,,,,,,,,100
1768470,feature,2019-02-14 05:25:07 UTC,2019-06-26 07:49:19 UTC,Email customizado para quem clicou no botão lembrar-me,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,3,,,,,,,,,,,
1768475,feature,2019-02-14 05:27:02 UTC,2019-06-26 07:49:19 UTC,Convite customizado aos participantes das campanhas anteriores do mesmo idealizador,"",Icebox,,2421486,Mensagens,Thiago Maia,"",,,,,5,,,,,,,,1,20,,
1768477,feature,2019-02-14 05:28:20 UTC,2019-06-26 07:59:38 UTC,Reenvio automático de email de confirmação de endereço pos campanha encerrada,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,,,,,,,,,,,60
1768482,feature,2019-02-14 05:44:36 UTC,2019-06-26 07:59:43 UTC,"Aviso sobre boletos gerados, vencidos, mas não pagos.","",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,5,,,,,,,,1,40,,
1865950,feature,2019-03-11 02:02:57 UTC,2019-06-26 08:00:55 UTC,Retirada presencial ser também considerada entrega pessoal de recompensa,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,,,,,,,,,,,60
1865951,feature,2019-03-11 02:04:55 UTC,2019-06-26 08:01:20 UTC,Ter a possibilidade de enviar um email de teste de uma novidade,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,5,,,,,,,,1,40,,
1865952,feature,2019-03-11 02:05:25 UTC,2021-07-13 01:57:05 UTC,Pagar como visitante,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,20,0,,,,,,,,,,100
1865953,feature,2019-03-11 02:06:16 UTC,2021-07-13 01:57:05 UTC,Ter ranking de apoiadores com presentes para os mais assíduos,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,20,,,,,,,,,,,
1865971,feature,2019-03-11 02:14:11 UTC,2021-08-05 03:47:43 UTC,Filtrar por projetos favoritos no Explore,"",Done,,808339,Descobrir projetos,Thiago Maia,"",,,,,3,,,,,,,,1,20,,
1865972,feature,2019-03-11 02:14:50 UTC,2019-06-26 07:59:43 UTC,Poder duplicar uma campanha,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,3,,,,,,,,,,,
1865975,feature,2019-03-11 02:15:46 UTC,2019-06-26 07:59:39 UTC,Poder duplicar uma recompensa,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,,,,,,,,,,,60
1986289,feature,2019-04-05 05:24:13 UTC,2019-06-26 07:37:27 UTC,Buscar projetos por tags,"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,3,,,,,,,,1,20,,
2413362,feature,2019-06-25 00:52:01 UTC,2021-07-13 01:57:05 UTC,Poder copiar um boleto pelo email,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413363,feature,2019-06-25 00:53:18 UTC,2021-07-13 01:57:05 UTC,Editar um pagamento já feito em projeto online pontual,"",Icebox,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,13,0,,,,,,,,,,80
2413364,feature,2019-06-25 00:53:44 UTC,2021-07-13 01:57:05 UTC,Selecionar mais de uma recompensa na hora do apoio,"",Icebox,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,13,0,,,,,,,,,,80
2413368,feature,2019-06-25 00:57:18 UTC,2021-08-05 07:46:29 UTC,Poder adicionar cartões de crédito no perfil do usuário,"",Backlog,(Default Release Group) 2020,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,5,0,,,,,,,,,2,60
2413371,feature,2019-06-25 00:58:42 UTC,2021-07-13 01:57:05 UTC,Ter double opt-in de email (autenticar email de login do Catarse),"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413381,feature,2019-06-25 01:03:40 UTC,2021-08-05 07:46:19 UTC,"Poder ""cancelar uma solicitação de cancelamento"" de assinatura","",Icebox,,808330,Resgatar assinantes perdidos,Thiago Maia,"",,,,,,,,,,,,,,,,
2413384,feature,2019-06-25 01:05:51 UTC,2021-08-05 07:44:59 UTC,Galeria de imagens em projetos,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
2413407,feature,2019-06-25 01:12:35 UTC,2021-08-05 07:44:13 UTC,Enviar boleto como arquivo em anexo no email,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2413451,feature,2019-06-25 01:19:21 UTC,2021-08-05 07:44:13 UTC,Alterar cartão de crédito da assinatura em 1 clique,"",Backlog,(Default Release Group) 2020,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2413452,feature,2019-06-25 01:20:01 UTC,2021-07-13 01:57:05 UTC,Áudio para deficientes visuais no site,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413526,feature,2019-06-25 01:51:30 UTC,2019-06-26 07:59:43 UTC,Poder esconder o valor da arrecadação em projetos pontuais,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2414341,feature,2019-06-25 04:53:04 UTC,2019-06-26 08:00:56 UTC,Valor do frete não fazer parte do valor da meta,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,0,,,,,,,,,,0
2414344,feature,2019-06-25 04:53:25 UTC,2019-06-26 08:00:56 UTC,Não cobrarmos % sobre o valor do frete,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,20,0,,,,,,,,,,80
2414364,feature,2019-06-25 05:04:03 UTC,2021-08-05 07:44:13 UTC,Deixar mais claro a edição de assinaturas no perfil de usuário,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2414368,feature,2019-06-25 05:06:03 UTC,2019-06-28 11:01:46 UTC,Ter a possibilidade de editar um questionário,"",Backlog,(Default Release Group) 4T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,0,,,,,,,,,2,60
2414392,feature,2019-06-25 05:25:12 UTC,2021-08-05 07:44:59 UTC,Filtrar assinantes por última cobrança na Base de Assinantes,Ter um filtro na Base de Assinantes online de 'Última cobrança',Backlog,(Default Release Group) 4T 2019,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,2,0,,,,,,,2,60,,
2414393,feature,2019-06-25 05:27:32 UTC,2019-06-28 11:01:46 UTC,Botão de 'BAIXAR TODOS OS RELATORIOS' na página de Relatório de apoios,"",Backlog,(Default Release Group) 2020,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,60
2414401,feature,2019-06-25 05:39:05 UTC,2019-06-26 07:59:43 UTC,Avisar no painel de controle o que pode e o que não pode ser mudado com a campanha no ar,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2414404,feature,2019-06-25 05:45:20 UTC,2019-06-26 07:53:33 UTC,Poder enviar novidades para apoiadores de projetos antigos,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2414480,feature,2019-06-25 06:14:46 UTC,2021-07-13 01:57:05 UTC,Gerar boletos a partir de uma hashtag,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2421388,feature,2019-06-26 07:12:16 UTC,2021-07-13 01:57:05 UTC,Antecipar pagamentos de parcelas feitas a um projeto pontual,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2421389,feature,2019-06-26 07:13:22 UTC,2021-08-05 07:44:59 UTC,Notificação de aviso de update e downgrade de assinatura,"",Backlog,(Default Release Group) 4T 2019,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,1,0,,,,,,,,60,,40
2421390,feature,2019-06-26 07:15:20 UTC,2019-06-26 07:53:33 UTC,Poder editar uma novidade,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421391,feature,2019-06-26 07:15:48 UTC,2019-06-26 07:53:34 UTC,Ter um leia mais nas novidades de projetos,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421392,feature,2019-06-26 07:16:18 UTC,2019-06-26 07:53:34 UTC,Poder dar like em um post de novidades,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421393,feature,2019-06-26 07:16:31 UTC,2019-06-26 07:53:34 UTC,Poder compartilhar um post de novidades,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421394,feature,2019-06-26 07:17:27 UTC,2019-06-26 07:37:27 UTC,Ter seção de projetos recentes na Home do Catarse,"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,,,,,,,,,,,,
2421471,component,2019-06-26 07:40:55 UTC,2021-08-05 07:46:41 UTC,Novidades (posts),"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,,,,,,,,,,,,
2421486,component,2019-06-26 07:46:30 UTC,2021-08-05 07:46:41 UTC,Mensagens,"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,,,,,,,,,,,,
2421529,component,2019-06-26 07:58:02 UTC,2019-06-26 07:59:43 UTC,Recompensas e fullfilment,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
